title,review_structured,parsed_rate
Option Discovery using Deep Skill Chaining | OpenReview,"{""strengths"": [""Combines skill chaining with deep neural networks"", ""Significantly outperforms non-hierarchical agents"", ""Demonstrates improved performance in challenging control tasks""], ""weaknesses"": [""Limited applicability to discrete domains"", ""Dependence on complex neural network architecture"", ""Potential for overfitting to specific tasks""]}",8.5
Towards neural networks that provably know when they don*t know | OpenReview,"{""strengths"": [""Provides mathematical guarantees for out-of-distribution detection"", ""Can provide certificates for low confidence predictions"", ""State-of-the-art OOD performance""], ""weaknesses"": [""ReLU networks are still used"", ""May not be directly applicable to other network types"", ""Experiments are limited to worst-case setting""]}",8.2
Extreme Triplet Learning: Effectively Optimizing Easy Positives and Hard Negatives | OpenReview,"{""strengths"": [""Improves upon standard Triplet Loss"", ""Enhances optimization of easy positives and hard negatives"", ""Shows state-of-the-art results on certain datasets""], ""weaknesses"": [""May not generalize well to other datasets"", ""Could be computationally expensive"", ""May require significant hyperparameter tuning""]}",8.5
Using Explainabilty to Detect Adversarial Attacks | OpenReview,"{""strengths"": [""Improves detection from 70% to over 90%"", ""Novel approach using explainability"", ""No need to modify the attacked model""], ""weaknesses"": [""Limited to two benchmark datasets"", ""Dependence on SHAP values"", ""No evaluation on other attack techniques beyond FGSM, PGD, and C&W""]}",8.5
GraphZoom: A Multi-level Spectral Approach for Accurate and Scalable Graph Embedding | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Learning an off-policy predictive state representation for deep reinforcement learning for vision-based steering in autonomous driving | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Optimal Strategies Against Generative Attacks | OpenReview,"{""strengths"": [""clearly identifies the risk of generative attacks"", ""proposes a theoretical framework for detection"", ""provides practical implications for learning approaches""], ""weaknesses"": [""does not provide experimental results"", ""assumes Gaussian source distributions"", ""may be limited to specific types of data""]}",8.5
Domain-Agnostic Few-Shot Classification by Learning Disparate Modulators | OpenReview,"{""strengths"": [""Domain-agnostic approach"", ""Simple model selection scheme"", ""Improves adaptability to diverse domains""], ""weaknesses"": [""Assumes multiple domain expertise"", ""May not generalize to new domains"", ""Dependence on diverse models""]}",8.0
Understanding Attention Mechanisms | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Adversarial training with perturbation generator networks | OpenReview,"{""strengths"": [""novel approach"", ""minimax game"", ""overfitting mitigation""], ""weaknesses"": [""computational complexity"", ""generator network limitations"", ""adversarial loss evaluation""]}",8.5
TED: A Pretrained Unsupervised Summarization Model with Theme Modeling and Denoising | OpenReview,"{""strengths"": [""Improves upon existing unsupervised abstractive summarization models"", ""Enhances the quality of summaries through pretraining and fine-tuning"", ""Outperforms unsupervised abstractive baselines on various datasets""], ""weaknesses"": []}",8.0
Reinforced Genetic Algorithm Learning for Optimizing Computation Graphs | OpenReview,"{""strengths"": [""Novel approach to offline learning"", ""Significant improvements over baselines"", ""Real-world applicability""], ""weaknesses"": [""Limited scope to specific compiler framework"", ""Potential overfitting to specific graph structures"", ""Lack of human interpretability""]}",9.2
Continual Deep Learning by Functional Regularisation of Memorable Past | OpenReview,"{""strengths"": [""proposes a novel approach to lifelong learning"", ""uses Gaussian processes for functional regularisation"", ""achieves state-of-the-art performance on standard benchmarks""], ""weaknesses"": [""computationally challenging"", ""may not generalize to all types of data"", ""requires identifying crucial past examples""]}",8.0
Expected Tight Bounds for Robust Deep Neural Network Training | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Scalable Model Compression by Entropy Penalized Reparameterization | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Directional Message Passing for Molecular Graphs | OpenReview,"{""strengths"": [""rotationally equivariant directional message embeddings"", ""theoretical basis using spherical Bessel functions"", ""outperforms previous GNNs by 77% on MD17""], ""weaknesses"": [""limited applicability to angular potentials"", ""use of directional information may be computationally expensive"", ""high parameter count compared to Gaussian radial basis functions""]}",8.5
Learning Surrogate Losses | OpenReview,"{""strengths"": [""Proposes a novel approach to learning surrogate losses for non-differentiable and non-decomposable loss functions"", ""Empirical results on multiple datasets with diverse real-life loss functions"", ""Efficient approach compared to state-of-the-art baselines""], ""weaknesses"": [""Lack of clarity on the specific loss functions considered"", ""Limited exploration of the applicability to complex loss functions"", ""No discussion of potential biases in the surrogate loss network""]}",8.4
Black-box Off-policy Estimation for Infinite-Horizon Reinforcement Learning | OpenReview,"{""strengths"": [""Novel approach"", ""Eliminates limitations of existing methods"", ""Asymptotic consistency analysis""], ""weaknesses"": [""Requires data from a known behavior policy"", ""Dependence on the fixed point solution"", ""Potential for overfitting""]}",8.5
Confidence-Calibrated Adversarial Training: Towards Robust Models Generalizing Beyond the Attack Used During Training | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Accelerate DNN Inference By Inter-Operator Parallelization | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Simple but effective techniques to reduce dataset biases | OpenReview,"{""strengths"": [""Model agnosticism"", ""Simple to implement"", ""Robust to out-of-domain datasets""], ""weaknesses"": [""Limited to specific datasets"", ""May not address deeper biases"", ""Assumes additional model overhead""]}",8.4
When Covariate-shifted Data Augmentation Increases Test Error And How to Fix It | OpenReview,"{""strengths"": [""precise conditions"", ""new estimator"", ""significant improvements""], ""weaknesses"": [""failure modes"", ""mitigation"", ""adversarial augmentation""]}",8.5
Adversarial Inductive Transfer Learning with input and output space adaptation | OpenReview,"{""strengths"": [""Improves drug response prediction in pharmacogenomics"", ""First adversarial inductive transfer learning method for input and output space adaptation"", ""Outperforms state-of-the-art baselines""], ""weaknesses"": [""Limited to pharmacogenomics domain"", ""Requires large pre-clinical datasets"", ""May not generalize to other diseases""]}",8.5
Towards Scalable Imitation Learning for Multi-Agent Systems with Graph Neural Networks | OpenReview,"{""strengths"": [""Transfer learning"", ""Demonstrated scalability"", ""Improves interaction dynamics""], ""weaknesses"": [""Scalability challenges"", ""Potential limitations in capturing complex behaviors""]}",8.2
OBJECT-ORIENTED REPRESENTATION OF 3D SCENES | OpenReview,"{""strengths"": [""proposes a novel approach to 3D scene decomposition"", ""provides hierarchical object-oriented representation"", ""shows good performance on 3D rooms with multiple objects""], ""weaknesses"": [""lacks detailed comparison with state-of-the-art methods"", ""may not generalize well to complex scenes"", ""potential performance degradation in certain cases""]}",8.5
Training Recurrent Neural Networks Online by Learning Explicit State Variables | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
LOSSLESS SINGLE IMAGE SUPER RESOLUTION FROM LOW-QUALITY JPG IMAGES | OpenReview,"{""strengths"": [""novel SR structure"", ""effective cycle loss integration"", ""outstanding performance""], ""weaknesses"": [""limited generalizability"", ""no explicit evaluation of computational complexity"", ""no discussion of potential biases""]}",8.2
SINGLE PATH ONE-SHOT NEURAL ARCHITECTURE SEARCH WITH UNIFORM SAMPLING | OpenReview,"{""strengths"": [""Effective on large-scale datasets like ImageNet"", ""Flexible and supports various search constraints"", ""Easy to train and fast to search""], ""weaknesses"": []}",9.2
Task-agnostic Continual Learning via Growing Long-Term Memory Networks | OpenReview,"{""strengths"": [""Improves upon fixed memory capacity in neural networks"", ""Adapts to new languages and domains without explicit signal"", ""Faster adaptation skills compared to comparable baselines""], ""weaknesses"": [""Limited ability to generalize to new tasks without retraining"", ""Potential for overfitting to initial learning data"", ""Dependence on task-specific continual learning task design""]}",8.4
ISBNet: Instance-aware Selective Branching Networks | OpenReview,"{""strengths"": [""instance-aware approach"", ""efficient inference"", ""sparse branch selection""], ""weaknesses"": [""lightweight hypernetwork may not generalize well"", ""gumbel-softmax may introduce noise"", ""comparisons with MobileNetV2 are limited to a single metric""]}",8.2
Efficient Probabilistic Logic Reasoning with Graph Neural Networks | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Learning Similarity Metrics for Numerical Simulations | OpenReview,"{""strengths"": [""Novel approach to computing similarity metrics"", ""Use of controllable data generation setup"", ""Evaluation on a large range of test data""], ""weaknesses"": [""Limited domain knowledge"", ""Dependence on specific numerical simulation sources"", ""Potential for overfitting to PDE solvers""]}",8.2
Quantifying the Cost of Reliable Photo Authentication via High-Performance Learned Lossy Representations | OpenReview,"{""strengths"": [""Improves manipulation detection accuracy"", ""Competition with best hand-engineered alternatives"", ""Low computational footprint""], ""weaknesses"": [""Aggressive lossy compression may remove statistical traces"", ""Potential impact on image quality"", ""Comparison to JPEG QF 20 may be limited""]}",8.0
"Being Bayesian, Even Just a Bit, Fixes Overconfidence in ReLU Networks | OpenReview","{""strengths"": [""Improves predictive uncertainty"", ""Empirical validation"", ""Laplace approximations considered""], ""weaknesses"": [""Limited theoretical analysis"", ""Specifically, no discussion of the cost of the Laplace approximations""]}",8.2
QXplore: Q-Learning Exploration by Maximizing Temporal Difference Error | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
SNOW: Subscribing to Knowledge via Channel Pooling for Transfer & Lifelong Learning | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Leveraging Adversarial Examples to Obtain Robust Second-Order Representations | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
GENERALIZATION GUARANTEES FOR NEURAL NETS VIA HARNESSING THE LOW-RANKNESS OF JACOBIAN | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
On the Parameterization of Gaussian Mean Field Posteriors in Bayesian Neural Networks | OpenReview,"{""strengths"": [""Improved performance"", ""Easier training"", ""Low-rank structure""], ""weaknesses"": [""Limited applicability"", ""Complexity of factorization"", ""Assumes strong convergence""]}",8.5
Learning Temporal Abstraction with Information-theoretic Constraints for Hierarchical Reinforcement Learning | OpenReview,"{""strengths"": [""Novel approach to learning temporal abstraction"", ""Effective technique for increasing convergence rate and sample efficiency"", ""Visualization of latent space""], ""weaknesses"": [""Lack of clarity on task-specific knowledge"", ""Dependence on hand-tuned network structure"", ""Potential over-reliance on information-theoretic constraints""]}",8.0
Structured Object-Aware Physics Prediction for Video Modeling and Planning | OpenReview,"{""strengths"": [""explicitly reasons about objects and their interactions"", ""reuses the dynamics model for inference"", ""predicts videos with convincing physical behavior""], ""weaknesses"": []}",9.0
Risk Averse Value Expansion for Sample Efficient and Robust Policy Learning | OpenReview,"{""strengths"": [""Ensemble of probabilistic models for environment modeling"", ""Incorporates risk aversion to reduce variance of rewards"", ""State-of-the-art performance on MuJoCo and robo-school environments""], ""weaknesses"": []}",9.2
Denoising Improves Latent Space Geometry in Text Autoencoders | OpenReview,"{""strengths"": [""Improves text generation"", ""Enhances controllable generation"", ""Organizes latent space geometry""], ""weaknesses"": [""Requires significant computational resources"", ""May require large datasets"", ""Training stability can be an issue""]}",8.9
On Stochastic Sign Descent Methods | OpenReview,"{""strengths"": [""simple compression rule"", ""connection to ADAM"", ""exponential variance reduction""], ""weaknesses"": [""limited analysis on special noise distributions"", ""dependence on mini-batch sizes"", ""potential complexity in distributed setting""]}",8.0
Yet another but more efficient black-box adversarial attack: tiling and evolution strategies | OpenReview,"{""strengths"": [""Improves upon previous state-of-the-art results"", ""Extends previous works on black box attacks"", ""High success rate against InceptionV3 classifier""], ""weaknesses"": [""Limited to derivative-free optimization methods"", ""Requires access to logits without other information"", ""May not be robust to single-shot tiled attacks""]}",8.6
Common sense and Semantic-Guided Navigation via Language in Embodied Environments | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Causal Induction from Visual Observations for Goal Directed Tasks | OpenReview,"{""strengths"": [""novel approach to causal induction"", ""leveraging attention mechanisms"", ""generalization to novel environments""], ""weaknesses"": [""limited experimental details"", ""unclear evaluation metrics"", ""overreliance on visual observations""]}",8.2
Re-Examining Linear Embeddings for High-dimensional Bayesian Optimization | OpenReview,"{""strengths"": [""Improves upon previous literature"", ""Proposes a new algorithm"", ""Outperforms state-of-the-art methods""], ""weaknesses"": [""Limited scope"", ""Assumes specific design choices"", ""May not generalize well""]}",8.5
Unifying Part Detection And Association For Multi-person Pose Estimation | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Improving Multi-Manifold GANs with a Learned Noise Prior | OpenReview,"{""strengths"": [""Improves expressivity and flexibility of GANs"", ""Addresses limitations of single generator models"", ""Novel formulation of multi-generator models""], ""weaknesses"": [""Requires significant computational resources"", ""May suffer from mode collapse"", ""Difficult to train""]}",8.8
Mesh-Free Unsupervised Learning-Based PDE Solver of Forward and Inverse problems | OpenReview,"{""strengths"": [""Novel approach to mesh-free PDE solving"", ""Ability to calculate derivatives to any order"", ""Flexibility in regularizers""], ""weaknesses"": [""Limited applicability to high-order non-linear PDEs"", ""Dependence on training data quality"", ""Potential complexity of optimization process""]}",8.5
Noisy $ell^{0}$-Sparse Subspace Clustering on Dimensionality Reduced Data | OpenReview,"{""strengths"": [""Robustness to noisy data"", ""Theoretical guarantee of subspace detection property (SDP)"", ""Dimensionality reduction improvement""], ""weaknesses"": [""Dependence on linear transformation"", ""Assumes clean data"", ""Limited experimental results""]}",8.4
GATO: Gates Are Not the Only Option | OpenReview,"{""strengths"": [""Improves training stability"", ""Reduces parameter count"", ""Capable of long-term dependencies""], ""weaknesses"": []}",8.0
Equilibrium Propagation with Continual Weight Updates | OpenReview,"{""strengths"": [""Improves EP's biological plausibility"", ""Local learning rule enhances hardware implementation"", ""Demonstrates effectiveness on MNIST""], ""weaknesses"": [""Dependence on small learning rates"", ""Limited to symmetric connections"", ""Requires significant computational resources""]}",8.5
Semi-Supervised Learning with Normalizing Flows | OpenReview,"{""strengths"": [""Flexibility in handling different data types"", ""Ability to learn interpretable latent representation space"", ""Support for real-time feature visualization""], ""weaknesses"": [""Requires significant computational resources"", ""May not generalize well to highly complex data"", ""Limited to semi-supervised learning""]}",8.5
"Carpe Diem, Seize the Samples Uncertain *at the Moment* for Adaptive Batch Selection | OpenReview","{""strengths"": [""Improves training efficiency"", ""Exploits uncertain samples"", ""Reduces test error""], ""weaknesses"": [""Requires significant computational resources"", ""May not work for non-stationary data"", ""Assumes stable label predictions""]}",8.5
Learning to Learn Kernels with Variational Random Features | OpenReview,"{""strengths"": [""Improves performance in few-shot learning tasks"", ""Explores kernel approximation with random Fourier features"", ""Demonstrates competitive performance with recent meta-learning algorithms""], ""weaknesses"": [""Dependence on task-specific LSTM inference network"", ""Potential limitations in spectral sampling rates"", ""Limited generalizability across diverse tasks""]}",8.5
Can gradient clipping mitigate label noise? | OpenReview,"{""strengths"": [""New perspective on gradient clipping"", ""Empirical performance of the proposed variant"", ""Simple modification to existing loss function""], ""weaknesses"": [""Limited scope to label noise"", ""Dependence on empirical performance"", ""Theoretical proof may be challenging""]}",8.5
Well-Read Students Learn Better: On the Importance of Pre-training Compact Models | OpenReview,"{""strengths"": [""Novel contribution"", ""Improves upon concurrent work"", ""Efficient algorithm""], ""weaknesses"": [""Limited model size exploration""]}",8.7
A closer look at network resolution for efficient network design | OpenReview,"{""strengths"": [""Exploring network input for optimal accuracy-efficiency trade-off"", ""Mutual learning from different input resolutions and network widths"", ""Capturing multi-scale representations""], ""weaknesses"": []}",9.0
FSNet: Compression of Deep Convolutional Neural Networks by Filter Summary | OpenReview,"{""strengths"": [""Novelty of the weight sharing method"", ""Potential for high compression ratio"", ""Theoretical feasibility of quantization""], ""weaknesses"": [""Complexity of the FSNet architecture"", ""Difficulty of learning optimal filter summaries"", ""Limited experimental results on specific tasks""]}",8.5
AN EFFICIENT HOMOTOPY TRAINING ALGORITHM FOR NEURAL NETWORKS | OpenReview,"{""strengths"": [""Novel approach"", ""Convergence proof for non-convex case"", ""Improved accuracy on VGG models""], ""weaknesses"": [""Limited applicability to other models"", ""Requires complex implementation"", ""Potential overfitting""]}",8.5
Bayesian Inference for Large Scale Image Classification | OpenReview,"{""strengths"": [""Improves overfitting"", ""Provides calibrated uncertainty measure"", ""Robust to stochastic gradients""], ""weaknesses"": [""Dependence on MCMC methods"", ""Computational complexity"", ""Limited applicability to batch-normalized networks""]}",8.4
Revisiting Self-Training for Neural Sequence Generation | OpenReview,"{""strengths"": [""clarifies the compositionality of the target space in sequence generation"", ""proposes a novel approach to self-training"", ""showcases empirical results on multiple benchmarks""], ""weaknesses"": [""limited to machine translation and text summarization tasks"", ""may not generalize to other sequence generation tasks"", ""some methods for noise injection are not discussed""]}",8.0
Dynamic Graph Message Passing Networks | OpenReview,"{""strengths"": [""Adaptive sampling of nodes reduces computational complexity"", ""Dynamic prediction of filter weights and affinity matrix"", ""Significant improvements over strong baselines""], ""weaknesses"": [""Potential over-reliance on adaptive sampling"", ""Computational complexity may still be high for very large graphs"", ""Limited exploration of node relationships""]}",8.5
Fully Quantized Transformer for Improved Translation | OpenReview,"{""strengths"": [""Quantized Transformer achieves state-of-the-art results"", ""No loss in BLEU scores compared to non-quantized baseline"", ""Model compression without loss in performance""], ""weaknesses"": [""Limited to Transformer architecture only"", ""Quantization strategy may not be generalizable to other NLP models"", ""Potential impact on model interpretability""]}",8.4
Batch-shaping for learning conditional channel gated networks | OpenReview,"{""strengths"": [""Improves accuracy"", ""Reduces computational cost"", ""Selective feature usage""], ""weaknesses"": [""May require significant changes to existing architecture"", ""Difficult to implement"", ""Potential for overfitting""]}",8.2
Faster Neural Network Training with Data Echoing | OpenReview,"{""strengths"": [""Proposed a novel approach to speed up neural network training"", ""Evaluated the impact on various workloads and batch sizes"", ""Achieved a significant reduction in wall-clock time""], ""weaknesses"": [""May not be applicable to all neural network architectures"", ""Requires significant changes to the training pipeline"", ""Limited exploration of potential negative effects on model performance""]}",8.5
Transferring Optimality Across Data Distributions via Homotopy Methods | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Adversarial Robustness Against the Union of Multiple Perturbation Models | OpenReview,"{""strengths"": [""Provides robustness against multiple attacks"", ""Demonstrates effectiveness on MNIST dataset"", ""Improves upon previous approaches""], ""weaknesses"": [""Relies on complex architecture"", ""Overfits to particular norm"", ""Limited generalizability to other datasets""]}",8.5
Nesterov Accelerated Gradient and Scale Invariance for Adversarial Attacks | OpenReview,"{""strengths"": [""Improved transferability of adversarial examples"", ""Novelty of NI-FGSM and SIM methods"", ""Effective against state-of-the-art gradient-based attacks""], ""weaknesses"": [""Limited evaluation on diverse datasets"", ""Potential for overfitting"", ""Dependence on specific model architectures""]}",8.5
CAN ALTQ LEARN FASTER: EXPERIMENTS AND THEORY | OpenReview,"{""strengths"": [""Provides a solid exploration on how well AltQ performs with Adam"", ""First theoretical study on the Adam-type algorithms in Q-learning"", ""Tests on Atari 2600 games show superior performance compared to DQN learning method""], ""weaknesses"": []}",8.0
Divide-and-Conquer Adversarial Learning for High-Resolution Image Enhancement | OpenReview,"{""strengths"": [""divide-and-conquer approach"", ""perception-based division"", ""multiscale training approach""], ""weaknesses"": [""limited experimental results"", ""high computational requirements"", ""dependency on GANs""]}",8.8
Transformer-XH: Multi-hop question answering with eXtra Hop attention | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Reformer: The Efficient Transformer | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Deep Semi-Supervised Anomaly Detection | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Adversarial Robustness as a Prior for Learned Representations | OpenReview,"{""strengths"": [""Improves feature representation"", ""Adversarial robustness as a tool for enforcing priors"", ""Approximately invertible representations""], ""weaknesses"": [""Limited applicability"", ""Potential for increased model complexity"", ""Dependence on adversarial training data""]}",8.3
Adaptive Loss Scaling for Mixed Precision Training | OpenReview,"{""strengths"": [""Improves speed and energy efficiency"", ""Adapts to different layers and training stages"", ""Reduces need for model-specific hyperparameters""], ""weaknesses"": [""May require significant computational resources"", ""May not be effective for all neural network architectures"", ""Limited support for other types of hardware""]}",8.4
DEEP GRAPH SPECTRAL EVOLUTION NETWORKS FOR GRAPH TOPOLOGICAL TRANSFORMATION | OpenReview,"{""strengths"": [""Improves upon existing graph signal processing methods by using generalized graph kernels"", ""Enhances efficiency in graph topology evolution with guaranteed time and parameter complexity"", ""Can effectively handle global and local evolution patterns""], ""weaknesses"": [""May be computationally intensive for very large graphs"", ""Limited to existing graph kernels and their combinations"", ""May require significant expertise in graph signal processing""]}",8.5
Attraction-Repulsion Actor-Critic for Continuous Control Reinforcement Learning | OpenReview,"{""strengths"": [""Novel application of normalizing flows to population-based RL"", ""Improved performance on MuJoCo suite compared to SAC"", ""Potential for avoiding local optima in high-dimensional state spaces""], ""weaknesses"": [""Dependence on specific choice of normalizing flows"", ""Limited applicability to other types of tasks or domains"", ""Potential for increased computational complexity""]}",8.2
Efficient Multivariate Bandit Algorithm with Path Planning | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Uncertainty - sensitive learning and planning with ensembles | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Structural Multi-agent Learning | OpenReview,"{""strengths"": [""Novel approach to multi-agent learning"", ""Efficient communication model"", ""Improved policy gradient algorithm""], ""weaknesses"": [""Limited experimental scenarios"", ""Potential complexity in relation system"", ""Dependence on online adaptive graph""]}",8.5
Measuring Calibration in Deep Learning | OpenReview,"{""strengths"": [""Provides new calibration measures"", ""Account for every prediction"", ""Practical application of calibration""], ""weaknesses"": [""Limited to classification tasks"", ""May not generalize to other machine learning tasks"", ""Computationally expensive""]}",8.0
Capsules with Inverted Dot-Product Attention Routing | OpenReview,"{""strengths"": [""novel routing algorithm"", ""simplified routing procedure"", ""improved performance""], ""weaknesses"": [""limited application to complex real-world tasks"", ""no explicit consideration of parent's ability to reconstruct the child"", ""dependence on benchmark datasets""]}",8.5
Learning Through Limited Self-Supervision: Improving Time-Series Classification Without Additional Data via Auxiliary Tasks | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Searching for Stage-wise Neural Graphs In the Limit | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Meta-Learning with Network Pruning for Overfitting Reduction | OpenReview,"{""strengths"": [""proposed approach to address meta-overfitting"", ""effective in reducing over-parameterization"", ""improves meta-generalization performance""], ""weaknesses"": [""limited to few-shot classification tasks"", ""no discussion of adversarial robustness"", ""reliance on Reptile algorithm""]}",8.5
Pipelined Training with Stale Weights of Deep Convolutional Neural Networks | OpenReview,"{""strengths"": [""Demonstrates the impact of stale weights on pipelined backpropagation"", ""Proposes a hybrid scheme to address the drop in accuracy"", ""Achieves significant speedups over a 1-GPU baseline""], ""weaknesses"": [""Underutilization of accelerators"", ""Increased memory footprint"", ""Limited to specific network architectures""]}",8.5
Towards A Unified Min-Max Framework for Adversarial Exploration and Robustness | OpenReview,"{""strengths"": [""unified framework"", ""theoretically principled"", ""substantial performance improvement""], ""weaknesses"": [""limited exploration of min-max optimization"", ""reliance on domain weights for explanation"", ""potential complexity""]}",8.5
Efficient and Information-Preserving Future Frame Prediction and Beyond | OpenReview,"{""strengths"": [""theoretical guarantee of no information loss"", ""efficient memory consumption"", ""ability to incorporate 3D convolutions""], ""weaknesses"": [""no mention of handling class imbalance"", ""no discussion of adversarial attacks"", ""no evaluation on adversarial robustness""]}",8.2
Fault Tolerant Reinforcement Learning via A Markov Game of Control and Stopping | OpenReview,"{""strengths"": [""Novel approach to fault-tolerant reinforcement learning"", ""Demonstrates existence of solution through simulation"", ""Characterizes optimal controller behavior""], ""weaknesses"": [""Limited scope to specific type of system failures"", ""Dependence on value function approximation algorithm"", ""Lack of experimental results for real-world applications""]}",8.0
Anomaly Detection and Localization in Images using Guided Attention | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Scale-Equivariant Steerable Networks | OpenReview,"{""strengths"": [""Improves CNNs with scale equivariance"", ""Demonstrates computational efficiency"", ""Shows remarkable gains on STL-10""], ""weaknesses"": [""May be computationally expensive"", ""May require significant modifications to existing models"", ""Limited to scale equivariance only""]}",8.4
DeepXML: Scalable & Accurate Deep Extreme Classification for Matching User Queries to Advertiser Bid Phrases | OpenReview,"{""strengths"": [""scalable"", ""accurate"", ""efficient""], ""weaknesses"": [""may not generalize well to new labels"", ""re-ranking step may introduce bias"", ""limited to text classification""]}",8.8
Generative Ratio Matching Networks | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Decentralized Deep Learning with Arbitrary Communication Compression | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Non-Sequential Melody Generation | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Reinforcement Learning with Competitive Ensembles of Information-Constrained Primitives | OpenReview,"{""strengths"": [""Decentralized decision-making"", ""Specialization"", ""Improved generalization""], ""weaknesses"": [""Potential for unstable policy convergence"", ""Limited applicability to highly dynamic environments"", ""Complexity of information-theoretic mechanism""]}",8.5
What graph neural networks cannot learn: depth vs width | OpenReview,"{""strengths"": [""Theoretical foundation"", ""New technique"", ""Significant results""], ""weaknesses"": [""Complexity of new technique"", ""Potential for limited applicability"", ""Dependence on depth and width""]}",8.0
Distributed Online Optimization with Long-Term Constraints | OpenReview,"{""strengths"": [""Improves upon state-of-the-art algorithms"", ""Achieves fundamental limits in centralized online optimization"", ""Suitable for bandit feedback""], ""weaknesses"": [""Assumes strong convexity of loss functions"", ""Requires complex communication graph"", ""Limited to distributed linear regression problems""]}",8.2
``*Best-of-Many-Samples* Distribution Matching | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Query-efficient Meta Attack to Deep Neural Networks | OpenReview,"{""strengths"": [""Improves query efficiency"", ""Exploits prior knowledge"", ""Adaptable to multiple models""], ""weaknesses"": [""Depends on prior attack patterns"", ""May not generalize to new models"", ""Limited applicability to other attacks""]}",8.9
CRNet: Image Super-Resolution Using A Convolutional Sparse Coding Inspired Network | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Learning to Link | OpenReview,"{""strengths"": [""data-driven algorithm selection"", ""metric learning for clustering problems"", ""efficient learning algorithms""], ""weaknesses"": [""limited scope to linkage based procedures"", ""only considers convex combinations of base distance functions"", ""potential overfitting to application-specific distribution""]}",8.5
A Baseline for Few-Shot Image Classification | OpenReview,"{""strengths"": [""Demonstrates the effectiveness of fine-tuning a deep network for few-shot learning"", ""Improves performance on standard datasets"", ""Provides a baseline for few-shot learning""], ""weaknesses"": [""May not generalize well to new, unseen data"", ""Requires significant computational resources for meta-training"", ""May not be suitable for few-shot learning on very large datasets""]}",8.2
Learning Adversarial Grammars for Future Prediction | OpenReview,"{""strengths"": [""Proposes novel approach to future prediction"", ""Captures sequential structures with multiple possibilities"", ""Outperforms state-of-the-art approaches""], ""weaknesses"": [""Lacks clarity on model interpretability"", ""May be computationally expensive"", ""Assumes access to large amounts of data""]}",8.5
Generalization Puzzles in Deep Networks | OpenReview,"{""strengths"": [""clearly states a long-standing problem in deep learning"", ""provides a clear direction for future research"", ""links theoretical understanding to practical results""], ""weaknesses"": [""assumes that classical machine learning theory applies to deep networks"", ""may be too narrow in scope"", ""could benefit from more concrete experimental results""]}",8.0
Deep Network classification by Scattering and Homotopy dictionary learning | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Augmenting Genetic Algorithms with Deep Neural Networks for Exploring the Chemical Space | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Hyper-SAGNN: a self-attention based graph neural network for hypergraphs | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Deep Mining: Detecting Anomalous Patterns in Neural Network Activations with Subset Scanning | OpenReview,"{""strengths"": [""Framing neural networks as data generating systems"", ""Applying anomalous pattern detection techniques"", ""Identification of systematic patterns in activation space""], ""weaknesses"": [""Limited evaluation on a single dataset (CIFAR-10 images)"", ""Lack of comparison with state-of-the-art methods"", ""Dependence on specific attack (Basic Iterative Method)""]}",8.2
Automatically Discovering and Learning New Visual Categories with Ranking Statistics | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
FSPool: Learning Set Representations with Featurewise Sort Pooling | OpenReview,"{""strengths"": [""Improves accuracy on set prediction models"", ""Avoids responsibility problem"", ""Increases convergence speed""], ""weaknesses"": [""May require significant tuning of parameters"", ""May not generalize well to complex datasets"", ""Potential computational overhead""]}",8.4
